movieId,title_cast,director,plot_keywords,genres,title,year
104774,RaphaëlPersonnaz ClotildeHesme ArtaDobroshi RedaKateb AlbanAumard,catherinecorsini,accident witness hit and run f rated,Drama,Three Worlds (Trois mondes) (2012),2012
104776,nan,nan,nan,Action Drama War,"Cockleshell Heroes, The (1955)",1955
104778,PatrickStewart MarciaGayHarden LaurenHolly RoyScheider DavidAlanGrier,williamshakespeare,shakespeare's king lear texas aging rancher,Drama Western,King of Texas (2002),2002
104795,nan,nan,nan,Mystery Romance Western,Backlash (1956),1956
104805,DawnMarieFerrara DanClark DavePressler DanLake RonFitzgerald,danclark,splatter comedy desert package worm,Action Horror,"Item, The (1999)",1999
104807,RayAnderson MarcIanBarasch ColemanBarks NoamChomsky JohnFrancis,tomshadyac,two word title love cooperation technician,Documentary,I Am (2010),2010
104809,nan,nan,nan,Crime Horror Mystery,Phantom of the Rue Morgue (1954),1954
104815,nan,nan,nan,Action Romance Western,Bad Men of Missouri (1941),1941
104817,nan,nan,nan,Western,Badman's Country (1958),1958
104823,MinnieDriver KristianGwilliam AneurinBarnard TomRhysHarries AdamByard,laurencecoriat,shakespeare's the tempest year 1976 band confidence,Drama Musical,Hunky Dory (2011),2011
104829,LouTaylorPucci JayneEastwood PamHyatt CaryElwes KristinBauervanStraten,alonsomayo,autism cooking autistic character name in title,Comedy Drama,"Story of Luke, The (2012)",2012
104832,nan,nan,nan,Crime Drama Film-Noir,"Glass Web, The (1953)",1953
104837,nan,nan,nan,Action Crime,Rage of Honor (1987),1987
104839,KyôzôNagatsuka HideyukiKasahara JunToba ShimaIwashita HinanoYoshikawa,masahiroshinoda,nan,Drama,Moonlight Serenade (1997),1997
104841,SandraBullock GeorgeClooney EdHarris OrtoIgnatiussen PhaldutSharma,alfonsocuarón,female protagonist space station sole survivor self sacrifice,Action Sci-Fi IMAX,Gravity (2013),2013
104843,BruceGreenwood ParkerPosey CallumBlue AllieMacDonald RhysWard,michaelhamilton-wright,nan,Comedy Drama,And Now a Word from Our Sponsor (2013),2013
104847,MichaelBiehn AdamCampbell KatieCassidy PatrickJohnFlueger LaurenGerman,henrypincus,club alternate timeline stray dog nonlinear timeline,Comedy Romance,Spin (You Are Here) (2007),2007
104849,StaciKeanan CherylLadd D.W.Moffett TanyaFenmore JeffreyTambor,garysherman,character name as title one word title teenage girl as protagonist overprotective mother,Drama Thriller,Lisa (1990),1990
104854,nan,nan,nan,Drama,"Coward, The (Kapurush) (1965)",1965
104863,DanielRadcliffe ZoeKazan MeganPark AdamDriver MackenzieDavis,elanmastai,friendship toronto love medical school,Comedy Drama Romance,What If (2013),2013
104867,AstridBergès-Frisbey ÁlvaroCervantes LlorençGonzález SoniaMéndez JulietaMarocco,anamaroto,bisexual male bisexual man friendship love triangle,Drama Romance,"Sex of Angels, The (El sexo de los ángeles) (2012)",2012
104870,nan,nan,nan,Action Sci-Fi,Deathsport (1978),1978
104875,Nilsd'Aulaire JayKlaitz JulieAnnEmery AprilHernandezCastillo OnataAprile,jeremykippwalker,nan,Adventure Comedy Musical Sci-Fi,"History of Future Folk, The (2012)",2012
104879,HughJackman JakeGyllenhaal ViolaDavis MariaBello TerrenceHoward,aaronguzikowski,child abduction police child kidnapping vigilante justice,Drama Mystery Thriller,Prisoners (2013),2013
104881,WoodyHarrelson DendrieTaylor CarlCiarfalio NancyMosser ChristianBale,bradingelsby,drug dealer ramapo new jersey social decay fight club,Drama Thriller,"Out of the Furnace (Dust to Dust) (Low Dweller, The) (2013)",2013
104883,AaronPoole JamesGilbert IanAnderson PeterApostolopoulos RogerBeck,christophermacbride,conspiracy secret society found footage manhunt,Horror Thriller,"Conspiracy, The (2012)",2012
104903,JodieWhittaker LiamCunningham KillianScott DavidWilmot MichaelColgan,glennleyburn,punk rock ireland record producer 1970s,Drama Musical,Good Vibrations (2012),2012
104906,KeriRussell JJFeild BretMcKenzie JenniferCoolidge JamesCallis,janeausten,f rated title directed by female title written by female triple f rated,Comedy Romance,Austenland (2013),2013
104908,PatrickWilson RoseByrne TySimpkins LinShaye BarbaraHershey,leighwhannell,police detective barricading a door injection in leg taser,Horror Thriller,Insidious: Chapter 2 (2013),2013
104913,ChrisHemsworth DanielBrühl OliviaWilde AlexandraMariaLara PierfrancescoFavino,nikilauda,formula 1 rivalry 1970s racecar driver,Action Drama,Rush (2013),2013
104920,YilmazErdogan DemetAkbag AltanErkekli CemYilmaz CezmiBaskin,yilmazerdogan,television mayor turkish invasion of cyprus cyprus,Comedy Drama,Vizontele (2001),2001
104923,PaulEenhoorn DemetriusGrosse TomPlunkett ChristyLighthouse JefDerderian,taraeverhart,watching tv nevada prisoner estranged daughter,Drama,This is Martin Bonner (2013),2013
104925,RobertDeNiro MichellePfeiffer DiannaAgron JohnD'Leo TommyLeeJones,lucbesson,mafia france family dog barbeque grill,Action Comedy Crime,"Family, The (2013)",2013
104936,DickyEklund,richardfarrell,title co directed by female,Documentary,High on Crack Street: Lost Lives in Lowell (1995),1995
104944,BrieLarson JohnGallagherJr. StephanieBeatriz RamiMalek AlexCalloway,destindanielcretton,strong female character teenager self harm suicide attempt,Drama,Short Term 12 (2013),2013
104947,DennisQuaid KimDickens AaronB.Oduber JacobR.Oduber ZacEfron,raminbahrani,race car driver race car sex standing up extramarital affair,Drama Thriller,At Any Price (2012),2012
104954,nan,nan,nan,Comedy Romance,Joy of Sex (1984),1984
104959,JoshuaJackson StevenPasquale KatieGriffin ZackWard TylerLabine,brentboyd,jersey the garment urination toilet kitchen,Drama Romance,Aurora Borealis (2005),2005
104961,nan,nan,nan,Action Drama Western,Badman's Territory (1946),1946
104969,nan,nan,nan,Comedy,"Milky Way, The (1936)",1936
104971,GeneHackman NormaBarzman JackBenny MichaelBerenbaum RobertBerger,genehackman,nazi holocaust atrocity jewish community,Documentary,Imaginary Witness: Hollywood and the Holocaust (2004) ,2004
104973,Eminem Anthony'Treach'Criss MarcKempf DebbieMathers ToddNelson,mikecorbera,rap detroit bad childhood artist,Documentary,Eminem AKA (2004) ,2004
104975,PhilipSeymourHoffman EdwardNorton JohnCusack MartinSheen TomWolfe,shanesalerno,recluse subject name in title,Documentary,Salinger (2013),2013
104984,DerekdeLint SergioHasselbaink RogierSchippers VanjaRukavina DeniseRebergen,ianhubert,nan,Sci-Fi,Tears of Steel (2012),2012
104996,PareshRawal RajeevKhandelwal TinaDesai DhruvGanesh AsheeshKapur,sheershakanand,anti villain vacation ragging,Drama Thriller,Table No.21 (2013),2013
104998,MariaHofstätter NabilSaleh RenéRupnik NatalyaBaranova TrudeMasur,ulrichseidl,sex scene austria missionary muslim,Drama,Paradise: Faith (Paradies: Glaube) (2012),2012
105011,MarcusduSautoy,christopheranagnostakis,nan,Documentary,"Story of Maths, The (2008)",2008
105017,nan,nan,nan,Drama Romance,"Wet Parade, The (1932)",1932
105028,NathaliaAcevedo AdolfoJiménezCastro RutReygadas EleazarReygadas WillebaldoTorres,carlosreygadas,cruelty to animal sex in sauna female full frontal nudity male full frontal nudity,Drama,Post Tenebras Lux (2012),2012
105032,LymanWard NikohlBoosheri MichaelSteger D.J.'Shangela'Pierce GeorgeBasil,meeramenon,woman 21st century 2000s year 2004,Comedy,Farah Goes Bang (2013),2013
105037,AubreyPlaza JohnnySimmons BillHader AliaShawkat SarahSteele,maggiecarey,female sexuality male objectification 1990s female vomiting,Comedy,"To Do List, The (2013)",2013
105040,EthanFlower OsaWallander JennGotzon EloyMéndez HopeLaubach,jeffreytravis,future,Drama Sci-Fi Thriller,Dragon Day (2013),2013
105042,nan,nan,nan,Comedy,"Wedding Party, The (1969)",1969
105044,TallieMedel SkyHirschkron AundreaFares KatiSchwartz CarolineLuft,dansallitt,therapist therapy incestuous desire high school,Drama,"Unspeakable Act, The (2012)",2012
105049,nan,nan,nan,Comedy,"Champion, The (1915)",1915
105051,nan,nan,nan,Comedy,"Jitney Elopement, A (1915)",1915
105053,JohnCusack JenniferCarpenter DallasRoberts MaeWhitman SonyaWalger,morgano'neill,missing girl detective serial killer prostitute,Mystery Thriller,"Factory, The (2012)",2012
105057,nan,nan,nan,Drama,Saint Joan (1957),1957
105071,TravisAaronWade TinaHuang HowardJohnsonJr. TrevorBullock RajivShah,robertmaileranderson,psychotronic film pig forest cult,Action Horror Thriller,Pig Hunt (2008) ,2008
105073,StephenDorff KaitlynBlack JohnnyMessner DominicPurcell StephenLang,johnchase,bar bridgeport connecticut revelation hospital,Crime Drama,Officer Down (2013),2013
105077,nan,nan,nan,Comedy,"Cat's-Paw, The (1934)",1934
105079,GilbertM.'BronchoBilly'Anderson LeeWillard MargueriteClayton HazelApplegate CharlesChaplin,gilbertm.'bronchobilly'anderson,nan,Western,His Regeneration (1915),1915
105081,nan,nan,nan,Comedy,Mabel at the Wheel (1914),1914
105084,VivekOberoi RiteishDeshmukh AftabShivdasani KarishmaTanna ManjariFadnnis,tusharhiranandani,nan,Comedy Drama Romance,Grand Masti (2013),2013
105086,JoshHolloway LazAlonso JoshPeck CaityLotz ChrisBrown,brinhill,3 dimensional,Musical,Battle of the Year (2013),2013
105104,JuliannaMargulies IvanSergei NancyBanks KeithBogart AndyBuckley,nancybanks,wedding engaged couple brother brother relationship,Comedy,"Big Day, The (We Met on the Vineyard) (2001)",2001
105117,nan,nan,nan,Comedy Romance,Off Beat (1986),1986
105119,MatthewBroderick JeffreyJones HeidiKling JohnC.Reilly MarianMercer,danielgoldin,male objectification male nudity male rear nudity public nudity,Comedy,Out On A Limb (1992),1992
105121,AlexanderSiddig MarisaTomei JoshuaJackson OdedFehr SaadSiddiqui,rubanadda,title directed by female title written by female year 2011,Action Drama War,Inescapable (2012),2012
105128,DeborahAquila RisaBramonGarcia EllenChenoweth MarionDougherty MikeFenton,deborahaquila,reference to abbott and costello reference to panasonic technics reference to barmum the broadway musical new york city,Documentary,Casting By (2012),2012
105130,LászlóGyémánt AndrásGyémánt PiroskaMolnár UlrichThomsen UlrichMatthes,tomabrams,family relationships world war two female pedophile in medias res,Drama War,"Notebook, The (A nagy füzet) (2013)",2013
105133,DustinMilligan AmandaCrew RicharddeKlerk AlexiaFast GabrielleRose,arneolsen,reliving same event trapped in a time loop time warp time travel,Action Drama,Repeaters (2010) ,2010
105135,nan,nan,nan,Horror,"Pit, The (1981)",1981
105142,nan,nan,nan,Action Comedy Western,Barbed Wire (1952),1952
105147,ItsujiItao Asami AkiraEmoto YasuhisaFuruhara YûyaIshikawa,noboruiguchi,non comic book superhero robot motorcycle japan,Action Adventure Comedy Fantasy,Karate-Robo Zaborgar (Denjin Zabôgâ) (2011),2011
105155,TedCasablanca EveEnsler ParisHilton ChrisKeefe AnthonyKiedis,darrylroberts,surgery plastic fashion,Documentary,America the Beautiful (2007) ,2007
105157,AlexKarpovsky TarikLowe ArielleKebbel SophiaTakal MelonieDiaz,danielschechter,nipple slip film editor urination kiss,Comedy Romance,Supporting Characters (2012),2012
105159,AngelikiPapoulia ArisServetalis JohnnyVekris ArianeLabed SofiaAivathiadou,efthymisfilippou,absurdism rhythmic gymnastics loss of identity grieving,Drama,Alps (Alpeis) (2011),2011
105165,nan,nan,nan,Sci-Fi,World Without End (1956),1956
105176,EricMcCormack JodyThompson ConnerDwelly RyanGrantham DonnellyRhodes,michaelbrentcollings,cabin winter widower chalet,Horror Thriller,Barricade (2012),2012
105178,nan,nan,nan,Sci-Fi,Killers from Space (1954),1954
105181,nan,nan,nan,Horror Sci-Fi,"Monster That Challenged the World, The (1957)",1957
105193,VincentLindon ChiaraMastroianni JulieBataille MichelSubor LolaCréton,jean-polfargeau,woman murders a man murderess menstrual blood sailing boat,Drama,Bastards (Les salauds) (2013),2013
105197,BruceDern WillForte JuneSquibb BobOdenkirk StacyKeach,bobnelson,billings montana small town dementia confronting the past,Adventure Drama,Nebraska (2013),2013
105204,EgbertJanWeeber BertLuppes CaroLenssen HuubStapel EschaTanihatu,dickmaas,christmas horror saint nicholas sinterklaas zwarte piet,Horror,Saint (Sint) (2010),2010
105206,nan,nan,nan,Action Horror Thriller,Amsterdamned (1988),1988
105211,JuliaLouis-Dreyfus LennieLoftin JessicaSt.Clair ChristopherNicholasSmith TraceyFairaway,nicoleholofcener,ex wife dating divorcee triple f rated,Comedy Drama Romance,Enough Said (2013),2013
105213,JosephGordon-Levitt ScarlettJohansson JulianneMoore TonyDanza GlenneHeadly,josephgordon-levitt,sex watching porn pornography husband wife relationship,Comedy Drama Romance,Don Jon (2013),2013
105215,WilliamFichtner Cher CandiceBergen BarbraStreisand Mary-KateOlsen,matthewmiele,manhattan new york city,Documentary,Scatter My Ashes at Bergdorf's (2013),2013
105217,LeonardNimoy JeremySuarez AbigailBreslin JeffGoldblum SamuelL.Jackson,waynethornley,bird falcon city name in title place name in title,Adventure Animation Children Comedy,Adventures in Zambezia (2012),2012
105223,nan,nan,nan,Western,Colorado Territory (1949),1949
105227,GeorgeW.Bush JoeNapolitano KellyEdwards,sethskundrick,new york city september 11 2001 manhattan new york city terrorism,Documentary,102 Minutes That Changed America (2008),2008
105236,nan,nan,nan,Action Adventure Fantasy,Sorceress (1982),1982
105238,JamesAnthonyPearson DougrayScott AlastairMackenzie CharlesMnene LizWhite,richardjobson,frame up manhunt exploitation overhearing sex,Drama,New Town Killers (2008),2008
105240,RoseByrne TylerCoppin JohnBatchelor HugoWeaving MatthewLeNevez,jonathanogilvie,1920s love triangle jazz age,Crime Drama Mystery,"Tender Hook, The (Boxer and the Bombshell, The) (2008)",2008
105242,RaivoE.Tamm ElinaReinold JuhanUlfsak HendrikToompereJr.Jr. HiljeMurel,toomashussar,nan,Adventure Comedy Thriller,Mushrooming (Seenelkäik) (2012),2012
105244,HananRyahi Bilal Bouchra Leila Noura,mohamedelaboudi,single parent,Documentary,Dance of Outlaws (Häätanssi) (2012),2012
105246,RomainDuris AudreyTautou GadElmaleh OmarSy AïssaMaïga,michelgondry,reference to jean paul sartre water lily philosophy absurdism,Drama Fantasy,Mood Indigo (L'écume des jours) (2013),2013
105250,AdamCurtis AnnBernays RobertReich,annbernays,tv mini series public relations propaganda media,Documentary,"Century of the Self, The (2002)",2002
105252,nan,nan,nan,Action Adventure Fantasy,Conquest (1983),1983
105254,MichaelCera GabyHoffmann JuanAndrésSilva AgustínSilva JoséMiguelSilva,sebastiánsilva,hallucinogen misogyny imitating fellatio prostitute,Adventure Comedy,Crystal Fairy & the Magical Cactus and 2012 (2013),2013
105266,EliBerliner StuartBlazer SusanBrown BarbaraEstrin SophieHawkes,alanberliner,nan,Documentary,First Cousin Once Removed (2012),2012
105279,nan,nan,nan,Comedy Crime Mystery Romance,Adventures of Kitty O'Day (Kitty O'Day Comes Through) (1945),1945
105282,nan,nan,nan,Comedy,"Innocent Affair, An (Don't Trust Your Husband) (Under Suspicion) (1948)",1948
105288,AmandaCrew KimCoates DustinMilligan MichaelEklund KatieBoland,robertcuffley,murder celebrity,Crime Thriller,Ferocious (2012),2012
105290,EmraanHashmi AbhayDeol PrasenjitChatterjee KalkiKoechlin SupriyaPathak,vasilisvasilikos,nan,Crime Thriller,Shanghai (2012),2012
105292,BrendanMackey JenniferMatter PatrickRegis IaionePerez NeilMaskell,danielbenmayor,falling downhill hunter shaky cam subjective camera,Action Thriller,Paintball (2009),2009
105296,LeszekLichota AgnieszkaPodsiadlik WieslawKomasa MaciejMikolajczyk LukaszSimlat,krzysztoflukaszewicz,dead man hospital knife cigarette smoking,Drama Thriller,Lincz (2010),2010
105299,ShontiBreisch JaiBreisch,shontibreisch,boxing day tsunami disaster devastation,Documentary,Tsunami: Caught on Camera (2009),2009
105302,VanessaKirby IwanRheon MatthewLewis LukeTreadaway LewisRainer,rowanathale,revenge release from prison planning robbery welding,Crime Drama Thriller,The Rise (2012),2012
105304,nan,nan,nan,Drama,Thampu (1978),1978
105314,Siddharth ShrutiHaasan LakshmiManchu RaviBabu Harshitha,rahulkoda,blind sword play girl healing power blind,Action Adventure Fantasy Musical Romance,Once Upon a Warrior (Anaganaga O Dheerudu) (2011),2011
105320,nan,nan,nan,Action Western,Apache Country (1952),1952
105328,RagenChastain DeepakChopra BillClinton BeverlyJohnson DarrylRoberts,darrylroberts,nan,Documentary,America the Beautiful 2: The Thin Commandments (2011) ,2011
105330,nan,nan,nan,Comedy,"Public Eye, The (Follow Me!) (1972)",1972
105338,JohnAbraham ArshadWarsi SalmanShahid HanifHumGhum LindaArsenio,kabirkhan,pakistani taliban journalist afghanistan,Action Comedy Drama Thriller,Kabul Express (2006),2006
105340,Seung-ryongRyu SoWonKal Dal-suOh Man-sikJeong Won-SangPark,hwan-kyunglee,south korea tearjerker police police detective,Comedy Drama,Miracle in Cell No. 7 (2013),2013
105343,AkshayKumar AnupamKher ManojBajpayee JimmySheirgill KajalAggarwal,neerajpandey,raid money black money heist,Crime Drama Thriller,Special 26 (2013),2013
105345,JessicaChastain FrancesFisher RupertFriend DermotMulroney ZebNewman,dennisyares,female nudity public nudity las vegas nevada erect nipples,Drama,Jolene (2008),2008
105351,JustinTimberlake BenAffleck GemmaArterton AnthonyMackie MichaelEsper,briankoppelman,21st century 2010s university poker,Crime Drama Thriller,Runner Runner (2013),2013
105353,CatherineFrot SébastienCotterot BarbaraSchulz JacquesDacqmine ChristianMorin,pascalthomas,success paris france,Comedy,"Dilettante, La (1999)",1999
105355,LéaSeydoux AdèleExarchopoulos SalimKechiouche AurélienRecoing CatherineSalée,abdellatifkechiche,lesbian lesbian sex coming of age lesbian relationship,Drama Romance,Blue Is the Warmest Color (La vie d'Adèle) (2013),2013
105357,JurneeSmollett LanceGross KimKardashianWest VanessaWilliams RobbieJones,tylerperry,sex in a bathtub temptation traditional marriage praying,Drama,Tyler Perry's Temptation: Confessions of a Marriage Counselor (2013),2013
105359,PerlaHaney-Jardine LiliTaylor AmyMadigan MarinIreland WilliamSadler,jennydeller,child abandonment coming of age independent film global warming,Drama,Future Weather (2012),2012
105364,ClémentMétayer LolaCréton FelixArmand CaroleCombes BobbiSalvörMenuez,olivierassayas,riot posing nude nude drawing chinese cultural revolution,Action Drama,Something in the Air (Après Mai) (2012),2012
105366,nan,nan,nan,Action Drama,Shake Hands with the Devil (1959),1959
105368,SiamYu GageMunroe MichaelFriend AidanGouveia MackenzieMunro,robertwilson,game capture the flag war game summer,Action Comedy Drama,I Declare War (2012),2012
105375,AlexBrendemühl NataliaOreiro DiegoPeretti ElenaRoger GuillermoPfening,lucíapuenzo,mengele doctor nazi war criminal human experiment,Drama Thriller,"German Doctor, The (Wakolda) (2013)",2013
105377,VictoriaCarreras AlejandroCarro VíctorLaplace JavierLombardo FedericoLuppi,víctorlaplace,nan,Drama,"Puerta de Hierro, el exilio de Perón (2012)",2012
105379,nan,nan,nan,Comedy Sci-Fi,"Monitors, The (1969)",1969
105382,Shawn-CaulinYoung KateCobb T.J.Dalrymple MatthewFlorida ErinBethea,lisaarnold,christian propaganda ambition graduation faith,Drama,This is Our Time (2013),2013
105404,ChristopherPlummer FrankLangella EdBegleyJr. PeterGerety BarryLevinson,howardl.bingham,cigarette smoking visual impairment fight court,Drama,Muhammad Ali's Greatest Fight (2013),2013
105406,nan,nan,nan,Crime Drama Film-Noir Thriller,711 Ocean Drive (1950),1950
105408,DanielRairdin-Hale HanlonSmith-Dorsey YoshHayashi BenHopkins JessicaDenney,joezerull,christmas horror undead cadaver christmas,Comedy Horror,"Cadaver Christmas, A (2011)",2011
105410,nan,nan,nan,Action Crime Thriller,Angel (1984),1984
105412,AndreLuisAzevedo JoséJúnior MicheleMoraes AndersonSa ZuenirVentura,jeffzimbalist,nan,Documentary,Favela Rising (2005),2005
105414,NicolasDuvauchelle PhilippeRebbot GustavoKamenetzky PalomaContreras BenjaminBiolay,anaïscarpita,cousin pharmacist winery wine tasting,Comedy Drama,Mariage à Mendoza (2012),2012
105416,nan,nan,nan,Drama War,Germany Pale Mother (1980),1980
105420,MarciaGayHarden MattBarr ZacEfron MalloryMoye PaulGiamatti,peterlandesman,john f. kennedy assassination secret service assassination motorcade,Drama,Parkland (2013),2013
105423,EdwardHogg AlexandraMariaLara MelchiorDerouet FrancisFrappat JoãoLagarto,andrzejjakimowski,sound student ship cane,Drama,Imagine (2012),2012
105429,JonStewart CandiceBergen LilyTomlin TyneDaly MaryTylerMoore,robertreich,nan,Documentary,Inequality for All (2013),2013
105435,MarkkuSuominen KariKuuva KaukoHakala PerttiLähteenmäki JarmoLintinen,tapiosuominen,kainuu finland fighting dancing dancehall,Comedy Drama Musical,Narrien illat (1970) ,1970
105439,EtsushiToyokawa ChizuruIkewaki KôjiKikkawa TsumamiEdamame TenkyûFukuda,hideyukihirayama,assassination plot death of wife devotion jidai geki,Action Drama,Sword of Desperation (Hisshiken torisashi) (2010),2010
105444,YilmazGüney NebahatÇehre HayatiHamzaoglu NihatZiyalan NeclaAksoy,yilmazgüney,ostern eastern,Drama Western,Seyyit Khan: Bride of the Earth (Seyyit Han) (1968),1968
105446,nan,nan,nan,Comedy,"Tale from the Past, A (Përralle Nga e Kaluara) (1987)",1987
105448,NormaBengell OdeteLara MárioBenvenutti GabrieleTinti LisaNegri,walterhugokhouri,prostitute brazil urban setting sao paulo brazil,Drama,Eros (Men and Women) (Noite Vazia) (1964),1964
105450,nan,nan,nan,Sci-Fi Western,Jessie James Meets Frankenstein's Daughter (1966),1966
105453,PioloPascual GeraldAnderson JoelTorre JoeyMarquez MichaelDeMesa,erikmatti,nan,Action Drama,On the Job (2013),2013
105455,JamesPowell TomShaw LornaBeckett AaronitaCarlton GregoryDuke,ozguruyanik,nan,Horror,Resurrecting the Street Walker (2009),2009
105465,nan,nan,nan,Adventure Children Fantasy Musical,Alice's Adventures in Wonderland (1972),1972
105468,BillHader AnnaFaris JamesCaan WillForte AndySamberg,krispearn,island anthropomorphic food villain double cross,Animation Children Comedy Fantasy,Cloudy with a Chance of Meatballs 2 (2013),2013
105470,JonathanPatrickFoo FalkHentschel VinnieJones JoanneKelly SeanAstin,tonygiglio,nan,Action,Extraction (2013),2013
105474,KalNaga YousraElLozy HaniAdel AhmedMagdy MennaShalabi,ahmadabdalla,alexandria egypt egypt poster art rock,Comedy Drama Musical,Microphone (2010),2010
105477,AamirKhan RajkummarRao KareenaKapoor RaniMukerji NawazuddinSiddiqui,farhanakhtar,car accident prostitute film actor red light district,Crime Drama Mystery,Talaash (2012),2012
105484,Jean-PaulRouve SophieQuinton GuillaumeGouix ArsinéeKhanjian OlivierRabourdin,adrianfinkelstein,mysterious death marilyn monroe lookalike reference to marilyn monroe small town,Comedy Crime Mystery,Nobody Else But You (Poupoupidou) (2011),2011
105490,nan,nan,nan,Comedy Drama,Almost You (1985),1985
105492,FrankAlvarez CliftonCollinsJr. BrittanyDaniel KeithDavid Roberto'LilRob'Flores,chrisfisher,hood partner drug dealer internal affairs,Crime Drama Thriller,Dirty (2005),2005
105495,GretaGerwig OllyAlexander EleonoreHendricks AmySeimetz AdamRothenberg,ollyalexander,kiss fishing bare feet beach house,Comedy Drama Romance,"Dish & the Spoon, The (2011)",2011
105497,KumailNanjiani,kumailnanjiani,1980s new york karachi racism in video games,Comedy Documentary,Kumail Nanjiani: Beta Male (2013) ,2013
105499,nan,nan,nan,Drama War,"Shiro Amakusa, the Christian Rebel (Amakusa Shiro tokisada) (1962)",1962
105502,DarylHannah LeahGibson LukeCamilleri LeeTomaschefski MariaGruending,michealbafaro,sex scene slasher panties masked killer,Horror Thriller,"Devil's Ground, The (2009)",2009
105504,TomHanks CatherineKeener BarkhadAbdi BarkhadAbdirahman FaysalAhmed,paulgreengrass,ship hostage lifeboat somalian pirate,Adventure Drama Thriller IMAX,Captain Phillips (2013),2013
105509,nan,nan,nan,Drama,"Misérables, Les (1978)",1978
105519,JamesD'Arcy SophieLowe DarylSabara FreddieStroma RhysWakefield,johnhuddles,philosophy gay character voting group decision making,Drama Fantasy Sci-Fi,"Philosophers, The (After The Dark) (2013)",2013
105531,MartinaGedeck Luchs KarlheinzHackl UlrikeBeimpold JuliaGschnitzer,julianpölsler,f rated woman dog nature,Drama Fantasy,"Wall, The (Die Wand) (2012)",2012
105533,nan,nan,nan,Mystery Romance Thriller,They Only Kill Their Masters (1972),1972
105542,ErnestBorgnine PiperLaurie AnneMeara DorisRoberts RichardSchiff,jeremyt.black,nan,Drama,Another Harvest Moon (2010),2010
105560,JoshStewart Jamie-LynnSigler ChrisBrowning AngelaFeatherstone AfemoOmilami,chadfeehan,cafe motel video camera pole dancer,Drama Mystery Thriller,Beneath the Dark (2010),2010
105565,nan,nan,nan,Drama Musical,Sincerely Yours (1955),1955
105571,nan,nan,nan,Drama,Attila (Attila the Hun) (1954),1954
105575,JamieMcShane SpencerRedford HayesMacArthur NichelleHines BenWeber,adamrifkin,scantily clad female topless female nudity bare breasts nude,Drama,Look (2007),2007
105577,SamElliott TimothyHutton JamesCromwell WilliamHope DavidHayman,alansharp,war criminal bosnian war boy father son relationship,Thriller,Avenger (2006) ,2006
105585,DannyTrejo MelGibson DemiánBichir AmberHeard MichelleRodriguez,kyleward,murder of a police officer time bomb woman breaks a man's neck woman murders a man,Action Crime Thriller,Machete Kills (Machete 2) (2013),2013
105591,PeterCoyote,mishavotruba,nan,Documentary,I Am Fishead (2011),2011
105593,JamesMcAvoy JamieBell EddieMarsan ImogenPoots BrianMcCardie,jons.baird,edinburgh nudity doggystyle sex sex from behind,Comedy Crime Drama,Filth (2013),2013
105595,MerjaAlanen MarkkuAnnila AnssiBlomstedt HeikkiHämäläinen RistoJarva,ristojarva,magazine fashion finnish new wave jealousy,Comedy Drama,Game of Chance (Onnenpeli) (1965),1965
105597,DamianLewis LauraMorante TomasArana KodiSmit-McPhee NataschaMcElhone,arthurbrooke,tybalt character paris character capulet character lady capulet character,Drama Romance,Romeo and Juliet (2013),2013
105599,JayshreeArora VeerArya AbhishekBachchan JayaBachchan PriyankaChopra,goldiebehl,character name as title fight villain train,Action Adventure Fantasy Musical,Drona (2008),2008
105601,nan,nan,nan,Mystery,Calling Dr. Death (1943),1943
105608,PaulBrannigan GeorgeMacKay KevinGuthrie JaneHorrocks PeterMullan,stephengreenhorn,military service afghanistan edinburgh,Musical,Sunshine on Leith (2013) ,2013
105612,RichardRoundtree RobertLoggia RobertForster LucieArnaz JamesM.Hausler,jamesm.hausler,nan,Crime Drama,Wild Seven (2006),2006
105616,nan,nan,nan,Mystery,"Frozen Ghost, The (1945)",1945
105618,JudgeReinhold PatriciaClarkson DanHedaya M.EmmetWalsh DennisBurkley,leonprochnik,reference to tombstone arizona reference to arizona arizona territory brothel,Comedy Western,Four Eyes and Six-Guns (1992),1992
105620,PaulaPatton DerekLuke TayeDiggs BorisKodjoe TreySongz,davide.talbert,gay character marriage proposal karaoke bar karaoke,Comedy,Baggage Claim (2013),2013
105628,ChenChang Lun-MeiKwei LeonDai ChapmanTo JackKao,mong-hongchung,reading a letter taipei taiwan taxi tailor,Crime Drama,Parking (Ting che) (2008),2008
105653,SylvesterStallone ArnoldSchwarzenegger JimCaviezel FaranTahir AmyRyan,mileschapman,prison prisoner prison escape prison guard,Action Mystery Thriller,Escape Plan (2013),2013
105659,nan,nan,nan,Drama,Weird Woman (1944),1944
105663,nan,chicocolvard,nan,Documentary,Family Affair (2010) ,2010
105665,AndyLau ManCheung DeannieIp Man-TatNg AlfredCheung,jingwong,mistaken identity mother daughter relationship rich man poor woman slapstick comedy,Comedy Drama Romance,Dances With the Dragons ( Yu long gong wu) (1991),1991
105703,CatherineFrot ArthurDupont Jeand'Ormesson HippolyteGirardot Jean-MarcRoulot,etiennecomar,president of france head chef presidential palace sous chef,Drama,Haute Cuisine (2012),2012
